Genome,GenomeName,Proteins,Reference,Size_Kb,realm_reference,realm_prediction,kingdom_reference,kingdom_prediction,phylum_reference,phylum_prediction,class_reference,class_prediction,order_reference,order_prediction,family_reference,family_prediction,subfamily_reference,subfamily_prediction,genus_reference,genus_prediction
NC_028924.1,Polaribacter phage P12002L,82,True,48.689,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_1_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_55_of_Caudoviricetes,Incheonvirus,Incheonvirus
NC_048831.1,Flavobacterium phage vB_FspS_filifjonk9-1,68,True,38.028,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Muminvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048832.1,Flavobacterium phage vB_FspS_hattifnatt9-1,76,True,39.262,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Hattifnattvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048833.1,Flavobacterium phage vB_FspS_hemulen6-1,70,True,39.039,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Lillamyvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048835.1,Flavobacterium phage vB_FspS_lillamy9-1,73,True,38.268,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Lillamyvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048836.1,Flavobacterium phage vB_FspS_morran9-1,73,True,38.385,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Lillamyvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048837.1,Flavobacterium phage vB_FspS_mumin9-1,67,True,38.527,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Muminvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048838.1,Flavobacterium phage vB_FspS_mymlan6-1,68,True,38.501,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Muminvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048839.1,Flavobacterium phage vB_FspS_sniff9-1,74,True,38.134,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Lillamyvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048840.1,Flavobacterium phage vB_FspS_snork6-1,73,True,38.214,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Lillamyvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048841.1,Flavobacterium phage vB_FspS_snusmum6-1,72,True,39.365,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Muminvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048842.1,Flavobacterium phage vB_FspS_stinky9-1,69,True,38.502,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Lillamyvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_048844.1,Flavobacterium phage vB_FspS_tooticki6-1,65,True,36.912,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_2_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_2_of_novel_order_55_of_Caudoviricetes,Muminvirus,Lillamyvirus|Muminvirus|Hattifnattvirus
NC_021788.1,Cellulophaga phage phi4:1,197,True,145.865,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_3_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_3_of_novel_order_55_of_Caudoviricetes,Lightbulbvirus,Lightbulbvirus
NC_021798.1,Cellulophaga phage phi17:2,198,True,145.343,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_3_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_3_of_novel_order_55_of_Caudoviricetes,Lightbulbvirus,Lightbulbvirus
NC_006356.2,Flavobacterium phage 11b,65,True,36.012,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_55_of_Caudoviricetes,,novel_family_4_of_novel_order_55_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_4_of_novel_order_55_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_4_of_novel_order_55_of_Caudoviricetes
NC_020842.1,Cellulophaga phage phiST,104,True,79.114,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_56_of_Caudoviricetes,,novel_family_0_of_novel_order_56_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_56_of_Caudoviricetes,Cbastvirus,Cbastvirus
NC_055915.1,Flavobacterium phage vB_FspM_immuto_2-6A,239,True,160.41,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_56_of_Caudoviricetes,,novel_family_1_of_novel_order_56_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_1_of_novel_order_56_of_Caudoviricetes,Immutovirus,Immutovirus
NC_004735.1,Rhodothermus phage RM378,146,True,129.908,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_57_of_Caudoviricetes,,novel_family_0_of_novel_order_57_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_57_of_Caudoviricetes,,novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_57_of_Caudoviricetes
NC_001835.1,Lactococcus phage SK1,56,True,28.451,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_001909.1,Lactococcus phage bIL170,64,True,31.754,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_008363.1,Lactococcus phage P008,58,True,28.538,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_008370.1,Lactococcus phage 712,55,True,30.51,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_008371.1,Lactococcus virus jj50,49,True,27.453,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_011046.1,Lactococcus phage bIBB29,54,True,29.305,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_013152.1,Lactococcus phage CB14,52,True,29.459,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_013153.1,Lactococcus phage CB19,51,True,28.643,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_013154.1,Lactococcus phage CB20,51,True,28.625,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_013155.1,Lactococcus phage CB13,55,True,32.182,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_017688.1,Lactococcus phage ASCC191,59,True,32.414,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_017695.1,Lactococcus phage ASCC273,58,True,32.582,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_017696.1,Lactococcus phage ASCC532,55,True,32.384,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_017698.1,Lactococcus phage ASCC465,56,True,31.772,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_017702.1,Lactococcus phage ASCC281,57,True,32.023,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_021852.1,Lactococcus phage P680,49,True,29.631,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_021853.1,Lactococcus phage 340,58,True,32.337,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_021854.1,Lactococcus phage jm3,52,True,28.674,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_021855.1,Lactococcus phage phi7,57,True,32.382,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_021860.1,Lactococcus phage jm2,59,True,31.09,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_028900.1,Lactococcus phage SL4,52,True,28.144,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_042024.1,Lactococcus virus P2,49,True,27.595,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049346.1,Lactococcus phage 936,49,True,27.302,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049347.1,Lactococcus phage fd13,53,True,30.674,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049348.1,Lactococcus lactis phage p272,61,True,30.778,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049349.1,Lactococcus lactis phage P475,57,True,30.961,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049351.1,Lactococcus phage CaseusJM1,51,True,30.692,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049352.1,Lactococcus phage phi15,55,True,31.945,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049353.1,Lactococcus phage phi145,55,True,30.862,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049354.1,Lactococcus phage 936 group phage PhiA.16,49,True,28.349,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049355.1,Lactococcus phage 936 group phage PhiB1127,53,True,28.785,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049356.1,Lactococcus phage 936 group phage Phi19.3,52,True,28.811,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049357.1,Lactococcus phage 936 group phage Phi5.12,53,True,29.026,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049358.1,Lactococcus phage 936 group phage PhiF0139,57,True,30.811,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049359.1,Lactococcus phage 936 group phage PhiL.18,55,True,30.882,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049360.1,Lactococcus phage 936 group phage Phi109,54,True,31.033,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049361.1,Lactococcus phage 936 group phage PhiL.6,59,True,31.181,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049362.1,Lactococcus phage 936 group phage Phi4.2,59,True,31.375,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049363.1,Lactococcus phage 936 group phage Phi44,52,True,31.379,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049364.1,Lactococcus phage 936 group phage Phi91127,58,True,31.495,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049365.1,Lactococcus phage 936 group phage PhiJF1,58,True,31.901,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049366.1,Lactococcus phage 936 group phage Phi155,55,True,32.15,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049367.1,Lactococcus phage 936 group phage PhiE1127,60,True,32.27,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049368.1,Lactococcus phage 936 group phage PhiM1127,59,True,32.682,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049369.1,Lactococcus phage 936 group phage PhiLj,49,True,28.983,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049370.1,Lactococcus phage 936 group phage PhiS0139,53,True,30.116,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049373.1,Lactococcus phage 16W23,56,True,32.477,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
NC_049374.1,Lactococcus phage 10W18,59,True,32.393,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_58_of_Caudoviricetes,,novel_family_0_of_novel_order_58_of_Caudoviricetes,,novel_subfamily_0_of_novel_family_0_of_novel_order_58_of_Caudoviricetes,Skunavirus,Skunavirus
